book_id,title,authors,genres,description,image_url
427626,"The Emperor's Soul","Brandon Sanderson","Fantasy|Young Adult|Science Fiction|Adventure|hopeful|tense|slow|A mix driven","The Emperor's Soul showcases a fascinating magic system as the clock ticks down for a condemned criminal. When Shai is caught replacing the Moon Scepter with her nearly flawless forgery, she must bargain for her life. An assassin has left the Emperor Ashravan without consciousness, a circumstance concealed only by the death of his wife. If the emperor does not emerge after his hundred-day mourning period, the rule of the Heritage Faction will be forfeit and the empire will fall into chaos. Shai is given an impossible task: to create—to Forge—a new soul for the emperor in less than one hundred days. But her soul-Forgery is considered an abomination by her captors. She is confined to a tiny, dirty chamber, guarded by a man who hates her, spied upon by politicians, and trapped behind a door sealed in her own blood. Shai's only possible ally is the emperor's most loyal councillor, Gaotona, who struggles to understand her true talent. Time is running out for Shai. Forging, while deducing the motivations of her captors, she needs a perfect plan to escape…","https://assets.hardcover.app/book_mappings/7333103/a5cdfb9aef3a85408913dbc601b2f16801482e3c.jpeg"
142883,"Stardust","Neil Gaiman","Fantasy|Young Adult|Adventure|Science Fiction|Comics|Classics|Adventurous|fast","Tristran thorn promised to bring back a fallen star. So he sets out on a journey to fulfill the request of his beloved, the hauntingly beautiful Victoria Forester—and stumbles into the enchanted realm that lies beyond the wall of his English country town. Rich with adventure and magic, Stardust is one of master storyteller Neil Gaiman's most beloved tales, and the inspiration for the hit movie.","https://assets.hardcover.app/edition/30737789/6a01d7ae-02fb-4951-a33d-c319ce55b5d1.jpg"
270087,"The Graveyard Book","Neil Gaiman","Fantasy|Young Adult|Adventure|Science Fiction|dark|emotional|funny|hopeful","Nobody Owens, known to his friends as Bod, is a perfectly normal boy. Well, he would be perfectly normal if he didn't live in a graveyard, being raised and educated by ghosts, with a solitary guardian who belongs to neither the world of the living nor the world of the dead. There are dangers and adventures for Bod in the graveyard: the strange and terrible menace of the Sleer; a gravestone entrance to a desert that leads to the city of ghouls; friendship with a witch, and so much more. But it is in the land of the living that real danger lurks, for it is there that the man Jack lives and he has already killed Bod's family. A deliciously dark masterwork by bestselling author Neil Gaiman, with illustrations by award-winning Dave McKean.","https://assets.hardcover.app/edition/16321570/df5c953e1f2c786260b83256cb195f852eec23a4.jpeg"
54244,"Royal Assassin","Robin Hobb","Fantasy|Adventure|Young Adult|Character driven|Loveable Characters|Adventurous|emotional|slow","Fitz has survived his first hazardous mission as king’s assassin, but is left little more than a cripple. Battered and bitter, he vows to abandon his oath to King Shrewd, remaining in the distant mountains. But love and events of terrible urgency draw him back to the court at Buckkeep, and into the deadly intrigues of the royal family. Renewing their vicious attacks on the coast, the Red-Ship Raiders leave burned-out villages and demented victims in their wake. The kingdom is also under assault from within, as treachery threatens the throne of the ailing king. In this time of great danger, the fate of the kingdom may rest in Fitz’s hands—and his role in its salvation may require the ultimate sacrifice.","https://assets.hardcover.app/editions/18512423/6859632616769302.jpg"
665261,"Wind and Truth","Brandon Sanderson","dark|emotional|medium|A mix driven|Loveable Characters|Diverse Characters|Fantasy","Dalinar Kholin has challenged the evil god Odium to a contest of champions, and the Knights Radiant and the nations of Roshar have a mere 10 days to prepare for the worst. The fate of the entire world―and the Cosmere at large―hangs in the balance.","https://assets.hardcover.app/editions/30395755/5517573796567974.jpg"
192936,"Charlie and The Chocolate Factory","Roald Dahl","Fantasy|Classics|Young Adult|Adventure|Fiction|Adventurous","The gates of Mr. Willy Wonka's famous chocolate factory are opening at last! But only five lucky children will be allowed inside. And the winners are: Augustus Gloop, and enormously fat boy whose hobby is eating; Veruca Salt, a spoiled-rotten brat whose parents are wrapped around her little finger; Violet Beauregarde, a dim-witted gum-chewer with the fastest jaws around; Mike Teavee, a toy pistol-toting gangster-in-training who is obsessed with television; and Charlie Bucket, Our Hero, a boy who is honest and kind, brave and true, and good and ready for the wildest time of his life! (back cover)","https://assets.hardcover.app/edition/13065555/44b770df-891a-4e72-b449-887705073833.jpg"
430940,"Babylon's Ashes","James S. A. Corey","Science Fiction|Space|Fantasy|Adventure|War|Dystopian|Aliens|Adventurous","A revolution brewing for generations has begun in fire. It will end in blood. The Free Navy - a violent group of Belters in black-market military ships - has crippled the Earth and begun a campaign of piracy and violence among the outer planets. The colony ships heading for the thousand new worlds on the far side of the alien ring gates are easy prey, and no single navy remains strong enough to protect them. James Holden and his crew know the strengths and weaknesses of this new force better than anyone. Outnumbered and outgunned, the embattled remnants of the old political powers call on the Rocinante for a desperate mission to reach Medina Station at the heart of the gate network. But the new alliances are as flawed as the old, and the struggle for power has only just begun. As the chaos grows, an alien mystery deepens. Pirate fleets, mutiny, and betrayal may be the least of the Rocinante's problems. And in the uncanny spaces past the ring gates, the choices of a few damaged and desperate people may determine the fate of more than just humanity","https://assets.hardcover.app/edition/31626904/0f3a4b99d73c5433ca0a0bf95568b2eff4a1e801.jpeg"
104011,"The Fires of Heaven","Robert Jordan","Fantasy|Adventure|Young Adult|Science Fiction|tense|Adventurous|medium|A mix driven","The bonds and wards that hold the Great Lord of the Dark are slowly failing, but still his fragile prison holds. The Forsaken, immortal servants of the shadow, weave their snares and tighten their grip upon the realms of men, sure in the knowledge that their master will soon break free... Rand al' Thor, the Dragon Reborn, knows that he must strike at the Enemy, but his forces are divided by treachery and by ambition. Even the Aes Sedai, ancient guardians of the Light, are riven by civil war. Betrayed by his allies, pursued by his enemies and beset by the madness that comes to the male wielders of the One Power, Rand rides out to meet the foe.","https://assets.hardcover.app/edition/30930913/1037ffd1-07ee-4ae4-9c27-e69ca884cf05.png"
999596,"Cantico di Natale","Charles Dickens","Fiction|Paranormal|Paranormal Fantasy|Holiday|Ghost Story|Literature|Classics|General","Si tratta di un'edizione bilingue dell'affascinante racconto di Charles Dickens, da gustare nella sua versione originale e senza bisogno di dizionari. - Grazie alla tecnologia BiBook puoi leggere comodamente in francese, consultando la versione tradotta in italiano ogni volta che ne hai bisogno. - Dimentica il dizionario. Una traduzione paragrafo per paragrafo è disponibile facendo clic su un collegamento sulla prima lettera di ogni paragrafo. - Impara il francese mentre ti diverti a leggere. La maggior parte degli esperti concorda sul fatto che il modo migliore per imparare una lingua sia leggere. - Goditi questo libro da un ereader o anche sul tuo cellulare o tablet e i tuoi viaggi in metropolitana non saranno mai più noiosi. Parole chiave: libro, ebook, bilingue, doppia, versione originale, traduzione, lingua, lingua, elearning, educazione, apprendimento, pratica, lettura, immersione.","https://assets.hardcover.app/external_data/60160881/6009b4e3624fef47eaa88e5c4196d7d3023a1c18.jpeg"
384057,"Salem's Lot","Stephen King","Fantasy|Classics|Science Fiction|dark|tense|slow|Plot driven","'Salem's Lot is a small New England town with the usual quota of gossips, drinkers, weirdos and respectable folk. Of course there are tales of strange happenings - but not more than in any other town its size. Ben Mears, a moderately successful writer, returns to the Lot to write a novel based on his early years, and to exorcise the terrors that have haunted him since childhood. The event he witnessed in the house now rented by a new resident. A newcomer with a strange allure. A man who causes Ben some unease as things start to happen: a child disappears, a dog is brutally killed - nothing unusual, except the list starts to grow. Soon surprise will turn to bewilderment, bewilderment to confusion and finally to terror...","https://assets.hardcover.app/edition/6460652/156d04facc3e767256e086ca3cf53e52c0c669a5.jpeg"
329662,"Matilda","Roald Dahl","Adventurous|funny|hopeful|inspiring|lighthearted|tense|fast|Character driven","Matilda is a sweet, exceptional young girl, but her parents think she's just a nuisance. She expects school to be different but there she has to face Miss Trunchbull, a menacing, kid-hating headmistress. When Matilda is attacked by the Trunchbull she suddenly discovers she has a remarkable power with which to fight back. It'll take a superhuman genius to give Miss Trunchbull what she deserves and Matilda may be just the one to do it!","https://assets.hardcover.app/editions/28240557/8351921249610126-39988.jpg"
378596,"The Son of Neptune","Rick Riordan","Fantasy|Middle Grade|low fantasy|Adventurous|funny|lighthearted|mysterious|tense","Percy is confused. When he awoke from his long sleep, he didn't know much more than his name. His brain fuzz is lingering, even after the wolf Lupa told him he is a demigod and trained him to fight with the pen/sword in his pocket. Somehow Percy manages to make it to a camp for half-bloods, despite the fact that he has to keep killing monsters along the way. But the camp doesn't ring any bells with him. The only thing he can recall from his past is another name: Annabeth. Hazel is supposed to be dead. When she lived before, she didn't do a very good job of it. Sure, she was an obedient daughter, even when her mother was possessed by greed. But that was the problem-when the Voice took over her mother and commanded Hazel to use her ""gift"" for an evil purpose, Hazel couldn't say no. Now, because of her mistake, the future of the world is at risk. Hazel wishes she could ride away from it all on the stallion that appears in her dreams. Frank is a klutz. His grandmother says he is descended from heroes and can be anything he wants to be, but he doesn't see it. He doesn't even know who his father is. He keeps hoping Apollo will claim him, because the only thing he is good at is archery-although not good enough to win camp war games. His bulky physique makes him feel like an ox, especially in front of Hazel, his closest friend at camp. He trusts her completely-enough to share his secret he holds close to his heart. Beginning at the ""other"" camp for half-bloods and extending as far as the land beyond the gods, this breathtaking second installment in the Heroes of Olympus series introduces new demigods, revives fearsome monsters, and features other remarkable creatures, all destined to play a part in the Prophecy of Seven.","https://assets.hardcover.app/edition/30400859/009dfef5d4047459368207b84ee126ad4fed0da3.jpeg"
266607,"Klara and the Sun","Kazuo Ishiguro","Science Fiction|Fantasy|Dystopian|challenging|dark|emotional|hopeful|mysterious","""Klara and the Sun, the first novel by Kazuo Ishiguro since he was awarded the Nobel Prize in Literature, tells the story of Klara, an Artificial Friend with outstanding observational qualities, who, from her place in the store, watches carefully the behavior of those who come in to browse, and of those who pass on the street outside. She remains hopeful that a customer will soon choose her. Klara and the Sun is a thrilling book that offers a look at our changing world through the eyes of an unforgettable narrator, and one that explores the fundamental question: what does it mean to love? In its award citation in 2017, the Nobel committee described Ishiguro's books as ""novels of great emotional force"" and said he has ""uncovered the abyss beneath our illusory sense of connection with the world.""""","https://assets.hardcover.app/external_data/59592031/11d4c25aa782acfbff944edbec1e89a6dbdbaace.jpeg"
427993,"For We Are Many","Dennis E. Taylor","Science Fiction|Space|Aliens|Adventure|Fantasy|Dystopian|War|Adventurous","Bob Johansson didn't believe in an afterlife, so waking up after being killed in a car accident was a shock. To add to the surprise, he is now a sentient computer and the controlling intelligence for a Von Neumann probe. Bob and his copies have been spreading out from Earth for 40 years now, looking for habitable planets. But that's the only part of the plan that's still in one piece. A system-wide war has killed off 99.9% of the human race; nuclear winter is slowly making the Earth uninhabitable; a radical group wants to finish the job on the remnants of humanity; the Brazilian space probes are still out there, still trying to blow up the competition; And the Bobs have discovered a spacefaring species that sees all other life as food. Bob left Earth anticipating a life of exploration and blissful solitude. Instead he's become a sky god to a primitive native species, the only hope for getting humanity to a new home, and possibly the only thing that can prevent every living thing in the local sphere from ending up as dinner.","https://assets.hardcover.app/edition/30407482/2715fec8-0b67-449d-bf61-327d57ecb4b8.jpg"
430949,"Artemis Fowl","Eoin Colfer","Fantasy|Young Adult|Adventure|Science Fiction|Adventurous|slow|A mix driven|Diverse Characters","When a twelve-year-old evil genius tries to restore his family fortune by capturing a fairy and demanding a ransom in gold, the fairies fight back with magic, technology, and a particularly nasty troll.","https://assets.hardcover.app/edition/6806645/a9dd78dd-cc25-480c-9161-e8a556259c95.jpg"
431441,"Howl's Moving Castle","Diana Wynne Jones","Fantasy|Young Adult|Classics|Adventure|funny|lighthearted|fast|Character driven","This entrancing classic fantasy novel is filled with surprises at every turn. An international bestseller, this much-loved book is the source for the Academy Award nominee for Best Animated Feature. Sophie has the great misfortune of being the eldest of three daughters, destined to fail miserably should she ever leave home to seek her fate. But when she unwittingly attracts the ire of the Witch of the Waste, Sophie finds herself under a horrid spell that transforms her into an old lady. Her only chance at breaking it lies in the ever-moving castle in the hills: the Wizard Howl's castle. To untangle the enchantment, Sophie must handle the heartless Howl, strike a bargain with a fire demon, and meet the Witch of the Waste head-on. Along the way, she discovers that there's far more to Howl—and herself—than first meets the eye. In this giant jigsaw puzzle of a fantasy, people and things are never quite what they seem. Destinies are intertwined, identities exchanged, lovers confused. The Witch has placed a spell on Howl. Does the clue to breaking it lie in a famous poem? And what will happen to Sophie Hatter when she enters Howl's castle? All fans of classic fantasy books deserve the pleasure of reading those by Diana Wynne Jones, whose acclaim included the World Fantasy Award for Life Achievement. As Neil Gaiman stated, she was ""quite simply the best writer for children of her generation.""","https://assets.hardcover.app/external_data/39788101/463194df8c826bdb85ccb460019cc7797e175116.jpeg"
375927,"The Adventures of Tom Sawyer","Mark Twain","Adventurous|funny|lighthearted|medium|Plot driven|Loveable Characters|Racial slurs|Racism","The book that introduced the world to the iconic American characters of Tom Sawyer and Huckleberry Finn, this 1876 novel by Mark Twain follows the mischievous exploits of the two young boys, who find themselves in situations both humorous and dangerous. Never short of ways to stir up trouble in his hometown on the Mississippi River, Tom uses his wits to get both in and out of tight spots, often with Huck at his side. Featuring moments of significant social commentary, these interconnected tales essentially served as a dry run for Twain's notably weightier sequel, Adventures of Huckleberry Finn.","https://assets.hardcover.app/edition/10140800/0fed641412c4c4d77b8e4eca76288d4500774055.jpeg"
62743,"The Strange Case of Dr. Jekyll and Mr. Hyde","Robert Louis Stevenson","Juvenile Fiction|Classics|Science Fiction|Fantasy|Young Adult|Fiction|Philosophy|Mystery","Published as a shilling shocker, Robert Louis Stevenson's dark psychological fantasy gave birth to the idea of the split personality. The story of respectable Dr Jekyll's strange association with damnable young man Edward Hyde; the hunt through fog-bound London for a killer; and the final revelation of Hyde's true identity is a chilling exploration of humanity's basest capacity for evil.","https://assets.hardcover.app/edition/580935/ebc31467-ed89-46df-9b58-fcb05a806cd5.jpg"
358061,"The Girl Who Kicked the Hornet's Nest","Stieg Larsson","Adventure|Adventurous|dark|mysterious|tense|medium|challenging","Lisbeth Salander - the heart of Larsson's two previous novels - lies in critical condition, a bullet wound to her head, in the intensive care unit of a Swedish city hospital. She's fighting for her life in more ways than one: if and when she recovers, she'll be taken back to Stockholm to stand trial for three murders. With the help of her friend, journalist Mikael Blomkvist, she will not only have to prove her innocence, but also identify and denounce those in authority who have allowed the vulnerable, like herself, to suffer abuse and violence. And, on her own, she will plot revenge - against the man who tried to kill her, and the corrupt government institutions that very nearly destroyed her life. Once upon a time, she was a victim. Now Salander is fighting back.","https://assets.hardcover.app/book_mappings/7332882/9a42a57b3d3bc0b88bb57069767caa2ba55bf2c6.jpeg"
367930,"Prince Caspian","C. S. Lewis","Fantasy|Classics|Young Adult|Adventure|Middle Grade|Adventurous|medium|A mix driven","Narnia . . . where animals talk . . . where trees walk . . . where a battle is about to begin. A prince denied his rightful throne gathers an army in a desperate attempt to rid his land of a false king. But in the end, it is a battle of honor between two men alone that will decide the fate of an entire world. Prince Caspian is the fourth book in C.S. Lewis’s The Chronicles of Narnia, a series that has become part of the canon of classic literature, drawing readers of all ages into a magical land with unforgettable characters for over fifty years. This is a stand-alone novel, but if you would like to see more of Lucy and Edmund’s adventures, read The Voyage of the Dawn Treader, the fifth book in The Chronicles of Narnia.","https://assets.hardcover.app/edition/12554095/d9471883c51c353a5dfb530d3179df8eb68ebb91.jpeg"
35941,"Siege and Storm","Leigh Bardugo","Fantasy|Young Adult|Adventure|Dystopian|slow|Fiction","Enter the Grishaverse with Book Two of the Shadow and Bone Trilogy by the #1 New York Times–bestselling author of Six of Crows and Crooked Kingdom. Soldier. Summoner. Saint. Alina Starkov’s power has grown, but not without a price. She is the Sun Summoner―hunted across the True Sea, haunted by the lives she took on the Shadow Fold. But she and Mal can’t outrun their enemies for long. The Darkling is more determined than ever to claim Alina’s magic and use it to take the Ravkan throne. With nowhere else to turn, Alina enlists the help of an infamous privateer and sets out to lead the Grisha army. But as the truth of Alina's destiny unfolds, she slips deeper into the Darkling’s deadly game of forbidden magic, and further away from her humanity. To save her country, Alina will have to choose between her power and the love she thought would always be her shelter. No victory can come without sacrifice―and only she can face the oncoming storm.","https://assets.hardcover.app/edition/19109040/f0ab78034e071952650564bd231e8b410fe0174e.jpeg"
1389888,"Sunrise on the Reaping","Suzanne Collins","Fantasy|Dystopian|Young Adult|Science Fiction|Adventurous|challenging|dark|sad","As the day dawns on the fiftieth annual Hunger Games, fear grips the districts of Panem. This year, in honor of the Quarter Quell, twice as many tributes will be taken from their homes. Back in District 12, Haymitch Abernathy is trying not to think too hard about his chances. All he cares about is making it through the day and being with the girl he loves. When Haymitch’s name is called, he can feel all his dreams break. He’s torn from his family and his love, shuttled to the Capitol with the three other District 12 tributes: a young friend who’s nearly a sister to him, a compulsive oddsmaker, and the most stuck-up girl in town. As the Games begin, Haymitch understands he’s been set up to fail. But there’s something in him that wants to fight . . . and have that fight reverberate far beyond the deadly arena.","https://assets.hardcover.app/editions/31416911/2580982385827096.jpg"
427749,"Skyward","Brandon Sanderson","Science Fiction|Young Adult|Fantasy|Space|Aliens|Dystopian|Adventure|War","Now pilots are the heroes of what's left of the human race, and becoming one has always been Spensa's dream. Since she was a little girl, she has imagined soaring skyward and proving her bravery. But her fate is intertwined with that of her father's—a pilot himself who was killed years ago when he abruptly deserted his team, leaving Spensa the daughter of a coward, her chances of attending Flight School slim to none. No one will let Spensa forget what her father did, yet fate works in mysterious ways. Flight school might be a long shot, but she is determined to fly. And an accidental discovery in a long-forgotten cavern might just provide her with a way to claim the stars.","https://assets.hardcover.app/edition/30095628/5c92d3d2227ee5e279961695e463779a9e7508ed.jpeg"
763207,"Yumi and the Nightmare Painter","Brandon Sanderson","Fantasy|mysterious|reflective|medium|Character driven|Loveable Characters|Fiction|emotional","Yumi comes from a land of gardens, meditation, and spirits, while Painter lives in a world of darkness, technology, and nightmares. When their lives suddenly become intertwined in strange ways, can they put aside their differences and work together to uncover the mysteries of their situation and save each other's communities from certain disaster?","https://assets.hardcover.app/edition/30607196/1843637c1e8bb0c49077d12f3f03e0afce1f149c.jpeg"
427416,"The Light Fantastic","Terry Pratchett","Fantasy|Adventure|Science Fiction|Young Adult|Classics|Adventurous|funny|lighthearted","It needs a hero, and fast. What it doesn't need is Rincewind, an inept and cowardly wizard who is still recovering from the trauma of falling off the edge of the world. Or Twoflower, the well-meaning tourist whose luggage has a mind (and legs) of its own. Which is a shame, because that's all there is . . .","https://assets.hardcover.app/edition/30538267/4b7c4f8610e1ca3d0380203ca485a06bd65174ea.jpeg"
151239,"The Drawing of the Three","Stephen King","Fantasy|Science Fiction|Adventure|Young Adult|Dystopian|Fiction|Fantasy fiction|Adventure fiction","The second leads to the 1960s and conflicted civil rights activist Odetta Holmes. The final door reveals Jack Mort, a deadly serial killer, in the 1970s. Mort is stalking Jake, the young boy Roland met in Mid-World. As titanic forces gather, a savage struggle between underworld evil and otherworldly enemies threatens to bring an end to Roland's journey toward the Dark Tower...","https://assets.hardcover.app/edition/30901138/35ba68fe-a797-4f29-9d5c-6ddf2944ad4d.png"
434155,"Equal Rites","Terry Pratchett","Fantasy|Young Adult|Adventure|Science Fiction|Classics|Adventurous|funny|hopeful","‘Persistently amusing, good-hearted and shrewd’ The Sunday Times The Discworld is very much like our own – if our own were to consist of a flat planet balanced on the back of four elephants which stand on the back of a giant turtle, that is . . . They say that a little knowledge is a dangerous thing, but it’s not half so bad as a lot of ignorance. The last thing the wizard Drum Billet did, before Death laid a bony hand on his shoulder, was to pass on his staff of power to the eighth son of an eighth son. Unfortunately for his colleagues in the chauvinistic (not to say misogynistic) world of magic, he failed to check that the baby in question was a son. Everybody knows that there's no such thing as a female wizard. But now it's gone and happened, there's nothing much anyone can do about it. Let the battle of the sexes begin . . . ____________________ The Discworld novels can be read in any order but Equal Rites is the first book in the Witches series.","https://assets.hardcover.app/edition/31705896/43f3b4336a463780ad5b1f7f1fa2e324f96a85d6.jpeg"
377085,"Lord of Chaos","Robert Jordan","dark|tense|Adventurous|slow|A mix driven|Loveable Characters|Diverse Characters|Fantasy","On the slopes of Shayol Ghul, the Myrddraal swords are forged, and the sky is not the sky of this world ... In Salidar the White Tower in exile prepares an embassy to Caemlyn, where Rand Al'Thor, the Dragon Reborn, holds the throne -- and where an unexpected visitor may change the world ... In Emond's Field, Perrin Goldeneyes, Lord of the Two Rivers, feels the pull of ta'veren to ta'veren and prepares to march ... Morgase of Caemlyn finds a most unexpected, and quite unwelcome, ally ... And south lies Illian, where Sammael holds sway ...","https://assets.hardcover.app/edition/30930933/2efe9faf-fc54-4581-864f-d4f32a5e5938.png"
183545,"Empire of Storms","Sarah J. Maas","Fantasy|Young Adult|Adventure|War|tense|mysterious|inspiring|Adventurous","The long path to the throne has only just begun for Aelin Galathynius as war looms on the horizon. Loyalties have been broken and bought, friends have been lost and gained, and those who possess magic find themselves increasingly at odds with those who don’t. With her heart sworn to the warrior-prince by her side and her fealty pledged to the people she is determined to save, Aelin will delve into the depths of her power to protect those she loves. But as monsters emerge from the horrors of the past, dark forces stand poised to claim her world. The only chance for salvation lies in a desperate quest that may take more from Aelin than she has to give, a quest that forces her to choose what-and who-she’s willing to sacrifice for the sake of peace. Kingdoms collide in this fifth book in the #1 New York Times bestselling Throne of Glass series.","https://assets.hardcover.app/edition/30825891/3c2ede158a5324ac9d331e2a29f6e5c35a073071.jpeg"
196511,"The Mark of Athena","Rick Riordan","Adventurous|emotional|tense|fast|A mix driven|Loveable Characters|low fantasy|Middle Grade","Annabeth is terrified. Just when she's about to be reunited with Percy—after six months of being apart, thanks to Hera—it looks like Camp Jupiter is preparing for war. As Annabeth and her friends Jason, Piper, and Leo fly in on the Argo II, she can't blame the Roman demigods for thinking the ship is a Greek weapon. With its steaming bronze dragon figurehead, Leo's fantastical creation doesn't appear friendly. Annabeth hopes that the sight of their praetor Jason on deck will reassure the Romans that the visitors from Camp Half-Blood are coming in peace. And that's only one of her worries. In her pocket, Annabeth carries a gift from her mother that came with an unnerving command: Follow the Mark of Athena. Avenge me. Annabeth already feels weighed down by the prophecy that will send seven demigods on a quest to find—and close—the Doors of Death. What more does Athena want from her? Annabeth's biggest fear, though, is that Percy might have changed. What if he's now attached to Roman ways? Does he still need his old friends? As the daughter of the goddess of war and wisdom, Annabeth knows she was born to be a leader—but never again does she want to be without Seaweed Brain by her side Narrated by four different demigods, The Mark of Athena is an unforgettable journey across land and sea to Rome, where important discoveries, surprising sacrifices, and unspeakable horrors await. Climb aboard the Argo II, if you dare. . . .","https://assets.hardcover.app/editions/30729803/7832699493593036.jpg"
136548,"Second Foundation","Isaac Asimov","Science Fiction|Classics|Fantasy|Space|Adventure|Fiction|Dystopian|Novel","In the third book of the Foundation trilogy the secretly developed Second Foundation vies with a deadly mutant.","https://assets.hardcover.app/editions/30404895/4352386332856053.jpg"
154097,"The Voyage of the Dawn Treader","C. S. Lewis","Fantasy|Young Adult|Adventure|Classics|Middle Grade|Adventurous|inspiring|reflective","Lucy, Edmund, and their cousin travel back to Narnia through a painting where they board a ship named ""The Dawn Treader."" They find King Caspian and a mouse on the ship and they find mystical creatures and go on a mission that will decide Narnia's fate!","https://assets.hardcover.app/external_data/24054955/9aee94d82f970ddecc9916a515c6a9831d3ac995.jpeg"
427884,"The Stone Sky","N. K. Jemisin","emotional|inspiring|reflective|sad|medium|A mix driven|Loveable Characters|Diverse Characters","The Moon will soon return. Whether this heralds the destruction of humankind or something worse will depend on two women. Essun has inherited the power of Alabaster Tenring. With it, she hopes to find her daughter Nassun and forge a world in which every orogene child can grow up safe. For Nassun, her mother's mastery of the Obelisk Gate comes too late. She has seen the evil of the world, and accepted what her mother will not admit: that sometimes what is corrupt cannot be cleansed, only destroyed.","https://assets.hardcover.app/external_data/45573946/d5b057644853864759209c4edba6334d8887fd94.jpeg"
332243,"City of Ashes","Cassandra Clare","Fantasy|Young Adult|Fiction|Adventurous|medium|Character driven|Diverse Characters","Clary Fray just wishes that her life would go back to normal. But what's normal when you're a demon-slaying Shadowhunter, your mother is in a magically induced coma, and you can suddenly see Downworlders like werewolves, vampires, and faeries? If Clary left the world of the Shadowhunters behind, it would mean more time with her best friend, Simon, who's becoming more than a friend. But the Shadowhunting world isn't ready to let her go -- especially her handsome, infuriating, newfound brother, Jace. And Clary's only chance to help her mother is to track down rogue Shadowhunter Valentine, who is probably insane, certainly evil—and also her father. To complicate matters, someone in New York City is murdering Downworlder children. Is Valentine behind the killings—and if he is, what is he trying to do? When the second of the Mortal Instruments, the Soul-Sword, is stolen, the terrifying Inquisitor arrives to investigate and zooms right in on Jace. How can Clary stop Valentine if Jace is willing to betray everything he believes in to help their father? In this breathtaking sequel to City of Bones, Cassandra Clare lures her readers back into the dark grip of New York City's Downworld, where love is never safe and power becomes the deadliest temptation.","https://assets.hardcover.app/external_data/1086138/d24e76ed5ae762e76795ea16a1c24297c3e167f7.jpeg"
373728,"So Long, and Thanks for All the Fish","Douglas Adams","Science Fiction|Fantasy|Classics|Adventure|Space|Aliens|Young Adult|Humor","There is a knack to flying. The knack lies in learning how to throw yourself at the ground and miss. It's not an easy thing to do, and Arthur Dent thinks he's the only human who's been able to master this nifty little trick – until he meets Fenchurch, the woman of his dreams. Fenchurch once realized how the world could be made a good and happy place. Unfortunately, she's forgotten. Convinced that the secret lies within God's Final Message to His Creation, they go in search of it. And, in a dramatic break with tradition, actually find it . . .","https://assets.hardcover.app/edition/30718523/4dde8ed400d88f55a9f6b631c909d8dc0ebcfb8e.jpeg"
16865,"The Silmarillion","J.R.R. Tolkien","Fantasy|Classics|Adventure|Young Adult|Science Fiction|High Fantasy|Adventurous|challenging","The Silmarillion is an account of the Elder Days, of the First Age of Tolkien’s world. It is the ancient drama to which the characters in The Lord of the Rings look back, and in whose events some of them such as Elrond and Galadriel took part. The tales of The Silmarillion are set in an age when Morgoth, the first Dark Lord, dwelt in Middle-Earth, and the High Elves made war upon him for the recovery of the Silmarils, the jewels containing the pure light of Valinor. Included in the book are several shorter works. The Ainulindale is a myth of the Creation and in the Valaquenta the nature and powers of each of the gods is described. The Akallabeth recounts the downfall of the great island kingdom of Númenor at the end of the Second Age and Of the Rings of Power tells of the great events at the end of the Third Age, as narrated in The Lord of the Rings.","https://assets.hardcover.app/edition/29869537/8fe7967e-b111-4f19-a0c6-6b846304a3a6.jpg"
429795,"The Bad Beginning","Lemony Snicket","Young Adult|Fantasy|Adventure|Classics|Mystery|Middle Grade|Adventurous|dark","Dear Reader, The book you are holding in your hands is a short-lived edition of a book that will likely make your life shorter as well. The tale of three Baudelaire children, who find themselves thrown into an unhappy situation containing a treacherous villain with an evil scheme and bad manners, becomes more and more dreadful on each page, and everyone so foolhardy as to read it will find themselves weeping and moaning by the end of the book. This book is offered at an introductory price, but it introduces the reader to such unpleasantries as a disastrous fire, itchy clothing, a baby trapped in a cage, a plot to steal an enormous fortune, and dusty curtains. I made a solemn promise to write down these wretched tales, but you have no such promise, and if I were you I would put down a book this terrible, no matter how reasonably priced. With all due respect, Lemony Snicket","https://assets.hardcover.app/edition/30754245/f0186239a285494bb4b1f4156f76a552138f4bd2.jpeg"
99335,"Inferno","Dan Brown","Adventure|Fantasy|Science Fiction|Fiction|Thriller|Mystery|Adventure stories|Cryptographers","In his international blockbusters The Da Vinci Code, Angels & Demons, and The Lost Symbol, Dan Brown masterfully fused history, art, codes, and symbols. In this riveting new thriller, Brown returns to his element and has crafted his highest-stakes novel to date. In the heart of Italy, Harvard professor of symbology, Robert Langdon, is drawn into a harrowing world centered on one of history’s most enduring and mysterious literary masterpieces . . . Dante’s Inferno. Against this backdrop, Langdon battles a chilling adversary and grapples with an ingenious riddle that pulls him into a landscape of classic art, secret passageways, and futuristic science. Drawing from Dante’s dark epic poem, Langdon races to find answers and decide whom to trust . . . before the world is irrevocably altered.","https://assets.hardcover.app/edition/21477318/8fe535665a5467ed6b8405a35839aa452d91b025.jpeg"
